kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 1103 : 79 1708 0 0 0 0 0 0 0 
_1.ptx 1114 : 2016 16128 0 0 0 0 0 0 0 
_1.ptx 1932 : 1024 11296 0 0 0 0 0 0 0 
_1.ptx 1915 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1913 : 1024 10272 0 0 0 0 0 0 0 
_1.ptx 1091 : 2016 3477 0 0 0 0 0 0 33 
_1.ptx 1912 : 1024 7200 0 0 0 0 0 0 0 
_1.ptx 1089 : 2016 16128 0 0 0 0 0 0 0 
_1.ptx 1088 : 2016 16371 0 0 0 0 0 0 0 
_1.ptx 1086 : 2016 22176 0 0 0 0 0 0 0 
_1.ptx 1081 : 2016 18179 0 0 0 0 0 0 0 
_1.ptx 1899 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1079 : 2016 18183 0 0 0 0 0 0 0 
_1.ptx 1077 : 2016 22722 0 0 0 0 0 0 0 
_1.ptx 1075 : 2016 18272 0 0 0 0 0 0 0 
_1.ptx 1893 : 1024 43264 0 0 0 0 0 0 0 
_1.ptx 1837 : 997 9075 0 0 0 0 0 0 0 
_1.ptx 1014 : 79 719 0 0 0 0 0 0 0 
_1.ptx 1849 : 997 11278 0 0 0 0 0 0 0 
_1.ptx 1026 : 2016 18209 0 0 0 0 0 0 0 
_1.ptx 1435 : 3537 24826 0 0 0 0 0 0 0 
_1.ptx 1835 : 997 9016 0 0 0 0 0 0 0 
_1.ptx 1012 : 79 1590 0 0 0 0 0 0 0 
_1.ptx 1847 : 997 11056 0 0 0 0 0 0 0 
_1.ptx 1024 : 2016 14269 0 0 0 0 0 0 0 
_1.ptx 1830 : 997 8973 0 0 0 0 0 0 0 
_1.ptx 1007 : 1441 8184 0 0 0 0 0 0 13 
_1.ptx 1821 : 814 4070 0 0 0 0 0 0 0 
_1.ptx 998 : 2016 16133 0 0 0 0 0 0 0 
_1.ptx 942 : 2016 12096 0 0 0 0 0 0 0 
_1.ptx 941 : 2016 14809 0 0 0 0 0 0 0 
_1.ptx 1350 : 3537 12735 0 0 0 0 0 0 0 
_1.ptx 939 : 2016 22234 0 0 0 0 0 0 0 
_1.ptx 1348 : 3537 14245 0 0 0 0 0 0 0 
_1.ptx 937 : 2016 6057 0 0 0 0 0 0 0 
_1.ptx 935 : 2016 16192 0 0 0 0 0 0 0 
_1.ptx 1344 : 3537 24816 0 0 0 0 0 0 0 
_1.ptx 1907 : 1024 7296 0 0 0 0 0 0 0 
_1.ptx 1084 : 2016 15619 0 0 0 0 0 0 0 
_1.ptx 885 : 2016 12165 0 0 0 0 0 0 0 
_1.ptx 1294 : 997 6980 0 0 0 0 0 0 0 
_1.ptx 1707 : 814 5703 0 0 0 0 0 0 0 
_1.ptx 884 : 2016 16208 0 0 0 0 0 0 0 
_1.ptx 1293 : 997 6980 0 0 0 0 0 0 0 
_1.ptx 883 : 2016 14112 0 0 0 0 0 0 0 
_1.ptx 1704 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 881 : 2016 100616 0 0 0 0 0 0 0 
_1.ptx 1290 : 299 3323 0 0 0 0 0 0 0 
_1.ptx 1702 : 814 6113 0 0 0 0 0 0 0 
_1.ptx 879 : 2016 14127 0 0 0 0 0 0 0 
_1.ptx 1288 : 299 3289 0 0 0 0 0 0 0 
_1.ptx 1700 : 814 9043 0 0 0 0 0 0 0 
_1.ptx 877 : 2016 18156 0 0 0 0 0 0 0 
_1.ptx 1286 : 299 6491 0 0 0 0 0 0 0 
_1.ptx 1897 : 1024 7200 0 0 0 0 0 0 0 
_1.ptx 1074 : 2016 22208 0 0 0 0 0 0 0 
_1.ptx 875 : 2016 22290 0 0 0 0 0 0 0 
_1.ptx 1284 : 299 2713 0 0 0 0 0 0 0 
_1.ptx 1895 : 1024 7232 0 0 0 0 0 0 0 
_1.ptx 1072 : 2016 22451 0 0 0 0 0 0 0 
_1.ptx 873 : 2016 18144 0 0 0 0 0 0 0 
_1.ptx 1282 : 299 2691 0 0 0 0 0 0 0 
_1.ptx 1071 : 2016 22641 0 0 0 0 0 0 0 
_1.ptx 1695 : 814 8954 0 0 0 0 0 0 0 
_1.ptx 872 : 2016 22176 0 0 0 0 0 0 0 
_1.ptx 1281 : 299 3331 0 0 0 0 0 0 0 
_1.ptx 1693 : 814 7326 0 0 0 0 0 0 0 
_1.ptx 870 : 2016 22176 0 0 0 0 0 0 0 
_1.ptx 1279 : 299 3289 0 0 0 0 0 0 0 
_1.ptx 869 : 2016 22240 0 0 0 0 0 0 0 
_1.ptx 1689 : 814 7326 0 0 0 0 0 0 0 
_1.ptx 866 : 2016 0 0 0 0 0 0 0 0 
_1.ptx 1275 : 698 4314 0 0 0 0 0 0 0 
_1.ptx 865 : 2016 14873 0 0 0 0 0 0 0 
_1.ptx 1274 : 698 4980 0 0 0 0 0 0 0 
_1.ptx 863 : 2016 15200 0 0 0 0 0 0 0 
_1.ptx 1272 : 698 7062 0 0 0 0 0 0 0 
_1.ptx 861 : 2016 18658 0 0 0 0 0 0 0 
_1.ptx 1270 : 698 12569 0 0 0 0 0 0 0 
_1.ptx 1683 : 814 6620 0 0 0 0 0 0 0 
_1.ptx 860 : 2016 18208 0 0 0 0 0 0 0 
_1.ptx 1682 : 814 5826 0 0 0 0 0 0 0 
_1.ptx 859 : 2016 22480 0 0 0 0 0 0 0 
_1.ptx 1680 : 814 8986 0 0 0 0 0 0 0 
_1.ptx 857 : 2016 20256 0 0 0 0 0 0 0 
_1.ptx 1266 : 997 7092 0 0 0 0 0 0 0 
_1.ptx 1679 : 814 8954 0 0 0 0 0 0 0 
_1.ptx 856 : 2016 20645 0 0 0 0 0 0 0 
_1.ptx 1677 : 814 8954 0 0 0 0 0 0 0 
